millis,ax,ay,az,gx,gy,gz,mx,my,mz,temp,alt,pitch,yaw,roll
34572,0.00,0.00,-1.01,-0.06,-0.06,0.06,266.11,78.98,-54.51,26.57,1546.84,-0.01,73.40,179.92
34597,0.00,0.00,-1.00,-0.12,-0.06,0.12,266.11,78.98,-54.51,26.61,1548.03,-0.06,73.23,179.92
34622,0.00,0.00,-1.00,-0.12,-0.06,0.06,266.11,78.98,-54.51,26.59,1550.78,-0.08,73.07,179.94
34647,-0.00,0.00,-1.00,-0.18,-0.12,0.06,266.11,78.98,-54.51,26.57,1545.61,-0.08,72.92,179.93
34671,-0.00,0.00,-1.00,-0.06,-0.12,0.06,266.11,78.98,-54.51,26.58,1550.44,-0.07,72.79,179.91
34695,-0.00,0.00,-1.00,-0.06,-0.06,0.12,269.26,60.03,-57.54,26.59,1547.45,-0.02,72.94,179.90
34719,-0.00,0.00,-1.00,-0.06,-0.06,0.06,269.26,60.03,-57.54,26.59,1547.72,0.03,73.08,179.89
34743,0.00,0.00,-1.00,-0.12,-0.06,0.00,269.26,60.03,-57.54,26.57,1550.78,0.04,73.21,179.88
34769,0.00,0.00,-1.00,0.00,0.00,0.06,269.26,60.03,-57.54,26.58,1546.93,0.06,73.34,179.86
34793,-0.00,0.00,-1.01,0.00,-0.18,0.00,269.26,60.03,-57.54,26.57,1549.86,0.08,73.45,179.87
34817,0.00,0.00,-1.00,0.00,0.00,0.12,269.26,60.03,-57.54,26.58,1546.41,0.09,73.56,179.87
34842,0.00,0.00,-1.00,-0.06,-0.12,0.06,255.09,67.92,-59.06,26.58,1547.87,0.06,73.50,179.87
34866,0.00,0.00,-1.00,-0.06,0.00,0.00,255.09,67.92,-59.06,26.61,1545.73,0.04,73.45,179.88
34890,0.00,0.00,-1.00,0.00,0.00,0.18,255.09,67.92,-59.06,26.60,1548.39,0.02,73.40,179.88
34915,-0.00,0.00,-1.00,0.00,-0.06,0.12,255.09,67.92,-59.06,26.59,1548.58,0.03,73.35,179.89
34940,0.00,0.00,-1.00,-0.06,0.00,0.12,255.09,67.92,-59.06,26.59,1543.84,0.02,73.31,179.89
34964,0.00,0.00,-1.00,0.00,0.00,0.06,256.66,56.87,-63.60,26.62,1547.78,0.03,73.43,179.87
34988,0.00,0.00,-1.00,0.00,0.00,0.06,256.66,56.87,-63.60,26.59,1547.29,0.05,73.54,179.87
35012,-0.00,0.00,-1.00,0.00,-0.12,0.12,256.66,56.87,-63.60,26.59,1548.61,0.08,73.64,179.87
35042,-0.00,0.00,-1.01,-0.06,-0.06,0.06,256.66,56.87,-63.60,26.58,1547.60,0.12,73.75,179.84
35066,0.00,0.00,-1.00,-0.12,-0.06,0.12,261.38,67.92,-62.08,26.58,1548.89,0.09,73.71,179.85
35090,0.00,0.00,-1.00,0.06,-0.06,0.06,261.38,67.92,-62.08,26.60,1548.48,0.07,73.67,179.87
35132,0.00,0.00,-1.00,0.00,0.00,0.00,261.38,67.92,-62.08,26.59,1546.35,0.00,73.60,179.88
35156,-0.00,0.00,-1.00,0.06,-0.06,0.18,261.38,67.92,-62.08,26.59,1546.41,0.01,73.57,179.88
35181,-0.00,0.00,-1.01,-0.06,-0.06,0.18,261.38,67.92,-62.08,26.61,1549.41,0.01,73.54,179.87
35207,0.00,0.00,-1.00,-0.12,-0.06,0.12,262.96,72.66,-57.54,26.58,1547.15,-0.02,73.43,179.88
35231,-0.00,0.00,-1.00,-0.12,-0.06,0.12,262.96,72.66,-57.54,26.58,1549.96,-0.02,73.35,179.89
35255,0.00,0.00,-1.00,0.00,-0.18,0.12,262.96,72.66,-57.54,26.55,1547.05,-0.03,73.27,179.90
35279,0.00,0.00,-1.00,0.00,0.00,0.06,262.96,72.66,-57.54,26.57,1547.20,-0.05,73.20,179.91
35303,-0.00,0.00,-1.00,-0.06,0.00,0.06,262.96,72.66,-57.54,26.58,1548.64,-0.04,73.13,179.92
35329,0.00,-0.00,-1.00,0.00,-0.06,0.06,261.38,64.76,-65.11,26.58,1549.10,-0.03,73.17,179.93
35353,0.00,0.00,-1.00,-0.06,-0.06,0.00,261.38,64.76,-65.11,26.57,1547.14,-0.02,73.22,179.92
35377,-0.00,0.00,-1.00,-0.06,-0.06,-0.06,261.38,64.76,-65.11,26.62,1548.43,-0.00,73.26,179.92
35402,-0.00,0.00,-1.00,-0.12,-0.12,0.00,261.38,64.76,-65.11,26.56,1548.88,0.01,73.29,179.91
35426,0.00,0.00,-1.00,-0.18,-0.18,0.18,261.38,64.76,-65.11,26.57,1547.26,0.01,73.32,179.89
35450,-0.00,0.00,-1.00,0.00,-0.06,0.06,266.11,72.66,-69.65,26.57,1547.81,0.00,73.26,179.89
35476,-0.00,0.00,-1.01,0.12,-0.12,0.06,266.11,72.66,-69.65,26.59,1546.38,0.01,73.20,179.90
35500,-0.00,0.00,-1.00,0.00,-0.06,0.00,266.11,72.66,-69.65,26.58,1546.01,0.00,73.15,179.90
35524,-0.00,0.00,-1.00,0.00,-0.12,0.12,266.11,72.66,-69.65,26.59,1548.79,0.01,73.10,179.90
35548,0.00,0.00,-1.00,0.00,-0.06,0.12,266.11,72.66,-69.65,26.60,1546.56,-0.02,73.05,179.90
35572,0.00,0.01,-1.01,0.00,-0.12,0.06,248.79,48.97,-65.11,26.58,1546.99,0.04,73.25,179.87
35598,0.00,0.00,-1.00,-0.06,-0.12,0.12,248.79,48.97,-65.11,26.60,1547.87,0.07,73.45,179.86
35622,0.00,0.00,-1.00,0.00,0.00,0.12,248.79,48.97,-65.11,26.60,1549.61,0.10,73.63,179.85
35646,0.00,0.00,-1.00,-0.06,0.00,0.00,248.79,48.97,-65.11,26.58,1549.04,0.13,73.80,179.83
35670,-0.00,0.00,-1.00,-0.12,-0.12,0.00,248.79,48.97,-65.11,26.59,1546.13,0.16,73.96,179.83
35695,0.00,0.00,-1.00,0.00,-0.06,-0.06,256.66,63.19,-57.54,26.59,1548.61,0.13,73.95,179.84
35719,-0.00,0.00,-1.00,-0.06,-0.06,0.06,256.66,63.19,-57.54,26.57,1549.34,0.13,73.94,179.84
35745,0.00,0.00,-1.00,-0.06,-0.06,0.12,256.66,63.19,-57.54,26.59,1547.26,0.10,73.93,179.85
35769,-0.00,-0.00,-1.00,0.00,-0.06,0.12,256.66,63.19,-57.54,26.60,1547.87,0.09,73.92,179.87
35793,0.00,0.00,-1.00,-0.06,-0.12,0.06,256.66,63.19,-57.54,26.60,1550.32,0.07,73.92,179.89
35817,0.00,0.00,-1.00,0.00,-0.06,0.00,255.09,64.76,-68.14,26.59,1548.63,0.05,73.89,179.89
35841,-0.00,0.00,-1.00,-0.12,0.00,0.06,255.09,64.76,-68.14,26.59,1548.36,0.04,73.86,179.88
35866,0.00,0.00,-1.01,-0.06,-0.12,0.06,255.09,64.76,-68.14,26.58,1546.13,0.02,73.83,179.88
35891,-0.00,0.00,-1.01,0.00,-0.06,0.06,255.09,64.76,-68.14,26.58,1546.22,0.02,73.80,179.89
35915,0.00,0.00,-1.01,-0.06,-0.06,0.00,255.09,64.76,-68.14,26.56,1549.61,0.01,73.78,179.89
35940,0.00,0.00,-1.00,0.06,-0.06,0.06,251.94,71.08,-53.00,26.59,1549.80,-0.04,73.64,179.91
35964,0.00,0.00,-1.00,-0.06,0.00,0.06,251.94,71.08,-53.00,26.56,1549.19,-0.06,73.52,179.90
35988,0.00,0.00,-1.00,0.00,-0.06,0.12,251.94,71.08,-53.00,26.60,1548.02,-0.07,73.40,179.90
36014,0.00,0.00,-1.00,-0.12,-0.06,0.12,251.94,71.08,-53.00,26.60,1545.30,-0.08,73.29,179.91
36038,-0.00,0.00,-1.00,-0.06,-0.12,0.06,251.94,71.08,-53.00,26.59,1548.24,-0.08,73.19,179.90
36062,0.00,0.00,-1.00,0.00,0.00,0.18,253.51,66.34,-54.51,26.58,1545.52,-0.08,73.18,179.89
36086,0.00,0.00,-1.00,-0.06,0.00,0.00,253.51,66.34,-54.51,26.60,1546.95,-0.08,73.17,179.90
36111,0.00,0.00,-1.00,-0.06,-0.06,0.12,253.51,66.34,-54.51,26.59,1547.29,-0.07,73.16,179.90
36135,-0.00,0.00,-1.00,0.00,-0.06,0.06,253.51,66.34,-54.51,26.57,1549.95,-0.05,73.15,179.90
36165,-0.00,0.00,-1.00,-0.06,-0.06,-0.06,253.51,66.34,-54.51,26.58,1546.95,-0.04,73.15,179.91
36189,0.00,0.00,-1.00,-0.06,-0.06,0.00,264.53,64.76,-68.14,26.58,1549.40,-0.02,73.20,179.90
36213,0.00,0.00,-1.00,0.00,-0.12,0.06,264.53,64.76,-68.14,26.59,1547.08,-0.01,73.25,179.91
36238,0.00,0.00,-1.00,0.00,-0.12,0.06,264.53,64.76,-68.14,26.61,1547.75,0.00,73.29,179.90
36262,-0.00,0.00,-1.01,0.00,0.06,0.12,264.53,64.76,-68.14,26.59,1547.84,0.01,73.33,179.90
36287,0.00,0.00,-1.01,0.06,-0.06,0.06,264.53,64.76,-68.14,26.61,1546.31,0.02,73.37,179.90
36312,0.00,0.00,-1.00,0.00,-0.12,0.24,264.53,61.61,-59.06,26.56,1547.69,0.03,73.45,179.89
36336,0.00,0.00,-1.00,-0.06,-0.12,0.06,264.53,61.61,-59.06,26.57,1547.50,0.03,73.52,179.89
36360,-0.00,0.00,-1.00,-0.06,-0.12,0.06,264.53,61.61,-59.06,26.61,1546.22,0.05,73.59,179.89
36384,0.00,0.00,-1.00,-0.06,0.06,0.12,264.53,61.61,-59.06,26.58,1547.17,0.04,73.65,179.89
36408,-0.00,0.00,-1.00,0.06,-0.06,0.06,264.53,61.61,-59.06,26.58,1548.82,0.07,73.71,179.89
36434,0.00,0.00,-1.00,0.00,0.00,0.06,262.96,63.19,-60.57,26.60,1548.02,0.07,73.74,179.88
36459,0.00,0.00,-1.00,-0.06,0.00,0.24,262.96,63.19,-60.57,26.61,1546.13,0.06,73.77,179.88
36483,0.00,-0.00,-1.00,-0.12,-0.12,0.00,262.96,63.19,-60.57,26.59,1548.91,0.05,73.79,179.90
36507,0.00,0.00,-1.00,-0.06,-0.06,0.00,262.96,63.19,-60.57,26.59,1547.93,0.05,73.82,179.91
36531,-0.00,0.00,-1.00,0.00,-0.06,0.00,262.96,63.19,-60.57,26.62,1550.41,0.06,73.84,179.91
36589,-0.00,0.00,-1.00,-0.06,0.00,0.00,251.94,64.76,-56.03,26.63,1547.82,0.07,73.75,179.89
36613,-0.00,0.00,-1.01,-0.06,-0.06,0.06,251.94,64.76,-56.03,26.60,1547.82,0.06,73.72,179.87
36637,-0.00,0.00,-1.00,0.00,-0.18,0.06,251.94,64.76,-56.03,26.60,1547.30,0.06,73.69,179.87
36661,0.00,0.00,-1.00,0.00,-0.18,0.18,251.94,64.76,-56.03,26.59,1547.23,0.05,73.66,179.87
36685,0.00,0.00,-1.00,-0.06,-0.06,0.06,262.96,60.03,-51.48,26.57,1547.69,0.05,73.73,179.87
36710,-0.00,0.00,-1.00,0.00,-0.12,0.06,262.96,60.03,-51.48,26.60,1548.48,0.08,73.81,179.87
36735,-0.00,0.00,-1.00,-0.06,-0.12,0.06,262.96,60.03,-51.48,26.61,1548.88,0.09,73.88,179.87
36759,0.00,0.00,-1.00,-0.06,0.06,0.06,262.96,60.03,-51.48,26.59,1553.75,0.08,73.94,179.87
36784,0.00,0.00,-1.00,0.00,-0.12,0.12,262.96,60.03,-51.48,26.58,1548.37,0.08,74.00,179.87
36808,0.00,0.00,-1.00,-0.12,-0.12,0.12,251.94,74.24,-56.03,26.58,1547.93,0.02,73.79,179.90
36832,0.00,0.00,-1.01,0.06,-0.12,0.12,251.94,74.24,-56.03,26.58,1548.12,-0.02,73.60,179.92
36858,-0.00,0.00,-1.00,-0.06,-0.06,0.00,251.94,74.24,-56.03,26.60,1548.18,-0.04,73.42,179.93
36882,0.00,0.00,-1.00,-0.12,0.06,0.12,251.94,74.24,-56.03,26.58,1549.25,-0.07,73.26,179.92
36906,0.00,0.00,-1.00,-0.06,0.00,0.12,251.94,74.24,-56.03,26.59,1545.15,-0.10,73.11,179.93
36931,0.00,0.00,-1.00,-0.06,-0.12,0.12,261.38,64.76,-46.94,26.60,1547.48,-0.09,73.16,179.92
36955,-0.00,0.00,-1.00,-0.12,0.00,-0.12,261.38,64.76,-46.94,26.59,1544.78,-0.06,73.20,179.92
36979,-0.00,0.00,-1.00,-0.12,-0.06,0.12,261.38,64.76,-46.94,26.62,1547.04,-0.04,73.24,179.93
37005,0.00,-0.00,-1.00,-0.12,-0.12,0.18,261.38,64.76,-46.94,26.61,1549.80,-0.03,73.28,179.94
37029,-0.00,0.00,-1.00,-0.12,-0.06,-0.06,261.38,64.76,-46.94,26.59,1548.63,-0.01,73.32,179.93
37053,0.00,0.00,-1.00,0.00,0.00,-0.06,262.96,60.03,-69.65,26.59,1548.97,0.01,73.42,179.91
37077,0.00,0.00,-1.00,0.00,-0.06,0.12,262.96,60.03,-69.65,26.58,1550.87,0.03,73.50,179.90
37101,-0.00,0.00,-1.01,-0.12,-0.06,0.00,262.96,60.03,-69.65,26.60,1547.04,0.06,73.58,179.90
37127,0.00,0.00,-1.00,-0.12,-0.06,0.12,262.96,60.03,-69.65,26.58,1549.80,0.07,73.66,179.88
37151,-0.00,0.00,-1.01,-0.06,-0.18,0.00,262.96,60.03,-69.65,26.59,1546.74,0.09,73.74,179.87
37176,0.00,0.00,-1.00,-0.06,0.00,0.06,262.96,56.87,-54.51,26.60,1548.88,0.09,73.85,179.88
37200,0.00,0.00,-1.01,0.00,-0.12,0.00,262.96,56.87,-54.51,26.61,1548.24,0.10,73.95,179.87
37224,-0.00,0.00,-1.00,-0.12,-0.06,0.18,262.96,56.87,-54.51,26.60,1546.65,0.11,74.05,179.87
37248,0.00,0.00,-1.01,0.00,-0.12,0.06,262.96,56.87,-54.51,26.58,1546.92,0.11,74.14,179.88
37278,-0.00,0.00,-1.00,0.00,0.06,0.06,262.96,56.87,-54.51,26.61,1547.75,0.12,74.24,179.87
37303,0.00,0.00,-1.00,-0.06,-0.06,0.00,250.36,72.66,-75.71,26.61,1548.21,0.05,74.06,179.87
37327,0.00,0.00,-1.00,0.00,-0.06,0.00,250.36,72.66,-75.71,26.61,1548.61,-0.02,73.88,179.89
37351,0.00,0.00,-1.00,-0.12,-0.12,0.06,250.36,72.66,-75.71,26.59,1549.34,-0.06,73.72,179.90
37375,0.00,0.00,-1.00,-0.06,-0.06,0.18,250.36,72.66,-75.71,26.61,1547.57,-0.10,73.57,179.91
37399,0.00,0.00,-1.00,0.00,-0.12,0.18,250.36,72.66,-75.71,26.60,1547.59,-0.13,73.43,179.91
37425,0.00,0.00,-1.00,-0.06,-0.12,0.24,259.81,60.03,-63.60,26.59,1547.32,-0.09,73.52,179.91
37449,0.00,0.00,-1.00,-0.12,0.00,0.06,259.81,60.03,-63.60,26.59,1547.26,-0.06,73.59,179.91
37473,-0.00,0.00,-1.00,0.06,-0.06,-0.06,259.81,60.03,-63.60,26.59,1548.60,-0.03,73.66,179.91
37498,-0.00,0.00,-1.00,-0.12,0.00,-0.06,259.81,60.03,-63.60,26.60,1545.73,-0.00,73.73,179.89
37522,-0.00,0.00,-1.00,-0.06,-0.06,0.06,259.81,60.03,-63.60,26.60,1549.52,0.02,73.79,179.88
37548,-0.00,0.00,-1.00,0.06,-0.12,0.00,272.41,63.19,-45.43,26.57,1546.40,0.04,73.86,179.88
37572,0.00,0.00,-1.00,-0.06,-0.12,0.00,272.41,63.19,-45.43,26.62,1548.42,0.03,73.91,179.87
37596,0.00,0.00,-1.00,0.00,-0.06,0.12,272.41,63.19,-45.43,26.62,1546.67,0.02,73.96,179.87
37620,0.00,0.00,-1.00,-0.12,-0.06,0.12,272.41,63.19,-45.43,26.58,1547.44,0.02,74.00,179.86
37644,0.00,0.00,-1.00,-0.06,-0.06,0.06,272.41,63.19,-45.43,26.61,1547.93,0.02,74.05,179.87
37669,-0.00,0.00,-1.00,-0.12,-0.12,0.12,262.96,63.19,-63.60,26.58,1545.79,0.03,74.05,179.88
37694,0.00,0.00,-1.00,-0.12,-0.06,0.06,262.96,63.19,-63.60,26.61,1549.43,0.02,74.06,179.88
37719,-0.00,0.00,-1.00,0.00,-0.12,0.00,262.96,63.19,-63.60,26.59,1547.65,0.02,74.07,179.86
37743,-0.00,0.00,-1.00,-0.06,0.00,0.00,262.96,63.19,-63.60,26.57,1548.18,0.03,74.08,179.86
37767,0.00,0.00,-1.01,0.00,-0.12,0.12,262.96,63.19,-63.60,26.59,1547.72,0.03,74.08,179.87
37791,-0.00,0.00,-1.00,0.00,-0.06,0.12,266.11,69.50,-69.65,26.60,1548.05,0.02,74.01,179.88
37817,0.00,0.00,-1.00,-0.06,-0.12,0.12,266.11,69.50,-69.65,26.57,1547.50,0.00,73.94,179.90
37841,-0.00,0.00,-1.01,-0.06,-0.12,0.06,266.11,69.50,-69.65,26.62,1546.55,-0.00,73.88,179.89
37865,-0.00,0.00,-1.00,-0.12,0.00,0.06,266.11,69.50,-69.65,26.58,1550.04,0.02,73.83,179.87
37889,-0.00,0.00,-1.00,-0.06,-0.06,0.00,266.11,69.50,-69.65,26.58,1547.81,0.01,73.78,179.88
37914,-0.00,0.00,-1.00,-0.06,-0.06,0.12,251.94,52.13,-62.08,26.62,1548.39,0.05,73.91,179.87
37938,-0.00,0.00,-1.00,-0.12,-0.06,0.06,251.94,52.13,-62.08,26.59,1547.74,0.08,74.04,179.88
37964,0.00,0.00,-1.01,0.00,-0.06,0.12,251.94,52.13,-62.08,26.62,1547.63,0.09,74.16,179.87
37996,0.00,0.00,-1.00,0.00,-0.06,-0.06,251.94,52.13,-62.08,26.61,1547.11,0.09,74.31,179.87
38033,0.00,0.00,-1.00,0.06,0.00,0.06,267.68,64.76,-62.08,26.61,1546.16,0.03,74.28,179.88
38057,0.00,0.00,-1.01,-0.06,-0.06,0.00,267.68,64.76,-62.08,26.60,1548.58,0.02,74.27,179.88
38081,0.00,0.00,-1.00,0.00,0.00,0.06,267.68,64.76,-62.08,26.62,1550.26,0.01,74.26,179.88
38107,-0.00,0.00,-1.00,-0.06,-0.06,0.06,267.68,64.76,-62.08,26.58,1548.02,0.02,74.25,179.89
38131,0.00,0.00,-1.00,-0.06,0.00,0.12,267.68,64.76,-62.08,26.60,1545.33,0.01,74.24,179.90
38155,0.00,0.00,-1.00,0.00,-0.18,0.12,256.66,53.71,-54.51,26.59,1546.50,0.03,74.34,179.90
38179,0.00,0.00,-1.00,-0.06,0.06,0.06,256.66,53.71,-54.51,26.62,1546.46,0.03,74.43,179.89
38204,-0.00,0.00,-1.00,-0.06,-0.12,0.00,256.66,53.71,-54.51,26.61,1546.92,0.05,74.53,179.88
38228,-0.00,-0.00,-1.00,-0.06,-0.12,0.06,256.66,53.71,-54.51,26.60,1549.25,0.07,74.61,179.89
38253,0.00,-0.00,-1.00,0.00,-0.06,0.00,256.66,53.71,-54.51,26.61,1546.86,0.06,74.70,179.92
38278,0.00,0.00,-1.00,0.06,0.00,-0.06,264.53,61.61,-59.06,26.58,1547.87,0.04,74.69,179.92
38302,0.00,-0.00,-1.00,-0.06,-0.06,-0.06,264.53,61.61,-59.06,26.60,1549.92,0.02,74.69,179.93
38326,0.00,0.00,-1.00,0.00,-0.06,0.06,264.53,61.61,-59.06,26.61,1544.81,0.01,74.68,179.94
38350,-0.00,0.00,-1.00,-0.06,-0.06,0.00,264.53,61.61,-59.06,26.58,1544.90,0.02,74.68,179.94
38374,0.00,0.00,-1.00,0.06,-0.06,0.12,264.53,61.61,-59.06,26.62,1547.53,0.01,74.67,179.94
38402,0.00,0.00,-1.00,-0.06,-0.06,0.12,262.96,60.03,-66.63,26.60,1548.54,0.01,74.68,179.93
38426,0.00,0.00,-1.00,-0.06,-0.06,0.12,262.96,60.03,-66.63,26.61,1546.13,0.01,74.69,179.92
38450,0.00,0.00,-1.00,-0.06,-0.06,0.12,262.96,60.03,-66.63,26.60,1548.66,-0.00,74.69,179.92
38474,0.00,0.00,-1.00,0.00,-0.06,0.12,262.96,60.03,-66.63,26.60,1545.94,-0.00,74.70,179.93
38499,0.00,0.00,-1.00,-0.06,-0.12,0.06,262.96,60.03,-66.63,26.62,1549.98,0.00,74.71,179.92
38533,-0.00,0.00,-1.00,0.00,0.00,0.12,258.23,64.76,-59.06,26.60,1549.83,-0.00,74.60,179.92
38557,0.00,0.00,-1.01,0.00,-0.12,0.12,258.23,64.76,-59.06,26.60,1550.31,-0.02,74.53,179.91
38581,0.00,0.00,-1.00,0.00,-0.12,0.06,258.23,64.76,-59.06,26.61,1546.43,-0.03,74.47,179.92
38606,0.00,0.00,-1.00,-0.06,-0.06,0.00,258.23,64.76,-59.06,26.60,1548.11,-0.04,74.41,179.92
38630,-0.00,0.00,-1.00,0.00,-0.06,-0.06,258.23,64.76,-59.06,26.61,1547.07,-0.04,74.36,179.92
38654,0.00,0.00,-1.00,-0.06,0.00,0.06,266.11,63.19,-54.51,26.58,1549.12,-0.04,74.36,179.93
38680,0.00,0.00,-1.00,-0.06,-0.06,0.12,266.11,63.19,-54.51,26.59,1547.47,-0.05,74.36,179.93
38704,0.00,0.00,-1.00,-0.06,-0.06,0.12,266.11,63.19,-54.51,26.61,1543.62,-0.04,74.36,179.94
38728,0.00,0.00,-1.00,-0.12,-0.12,0.06,266.11,63.19,-54.51,26.61,1547.99,-0.04,74.36,179.93
38752,0.00,0.00,-1.01,0.00,0.00,0.12,266.11,63.19,-54.51,26.60,1547.13,-0.04,74.35,179.92
38777,0.00,0.00,-1.00,-0.06,-0.06,0.12,251.94,58.45,-59.06,26.60,1547.78,-0.03,74.37,179.91
38802,-0.00,0.00,-1.00,-0.06,-0.12,0.06,251.94,58.45,-59.06,26.62,1546.00,-0.01,74.39,179.90
38827,0.00,0.00,-1.00,-0.12,0.00,0.06,251.94,58.45,-59.06,26.60,1545.21,-0.01,74.41,179.90
38851,0.00,0.00,-1.00,-0.12,-0.12,0.06,251.94,58.45,-59.06,26.58,1548.72,-0.01,74.42,179.88
38875,-0.00,0.00,-1.00,-0.06,0.00,0.06,251.94,58.45,-59.06,26.59,1552.49,-0.00,74.43,179.89
38899,0.00,0.00,-1.00,-0.12,-0.18,0.06,261.38,71.08,-65.11,26.59,1548.75,-0.03,74.30,179.90
38923,0.00,0.00,-1.00,0.00,-0.12,0.06,261.38,71.08,-65.11,26.59,1548.08,-0.06,74.17,179.89
38949,-0.00,0.00,-1.00,-0.06,-0.12,0.00,261.38,71.08,-65.11,26.60,1549.67,-0.07,74.05,179.87
38973,0.00,0.00,-1.00,-0.06,-0.12,0.00,261.38,71.08,-65.11,26.61,1548.54,-0.09,73.94,179.88
38997,-0.00,0.00,-1.00,0.00,-0.06,0.00,261.38,71.08,-65.11,26.62,1548.39,-0.09,73.84,179.90
39022,-0.00,0.00,-1.00,0.00,0.00,0.06,256.66,56.87,-63.60,26.62,1546.55,-0.04,73.93,179.90
39046,0.00,0.00,-1.00,-0.12,0.00,0.06,256.66,56.87,-63.60,26.62,1548.08,-0.03,74.01,179.89
39071,0.00,0.00,-1.00,-0.06,-0.06,0.24,256.66,56.87,-63.60,26.61,1549.40,-0.01,74.08,179.88
39096,0.00,0.00,-1.00,-0.06,-0.12,0.06,256.66,56.87,-63.60,26.64,1549.86,0.01,74.15,179.88
39120,0.00,0.00,-1.00,0.06,0.00,0.06,256.66,56.87,-63.60,26.62,1547.53,0.00,74.22,179.87
39144,-0.00,0.00,-1.00,-0.18,-0.06,0.12,264.53,55.29,-65.11,26.62,1546.31,0.03,74.32,179.87
39168,-0.00,0.00,-1.00,-0.06,-0.12,0.00,264.53,55.29,-65.11,26.61,1547.56,0.07,74.42,179.88
39192,0.00,0.00,-1.00,-0.06,-0.12,0.06,264.53,55.29,-65.11,26.62,1546.70,0.08,74.50,179.89
39218,0.00,0.00,-1.01,0.00,-0.06,-0.06,264.53,55.29,-65.11,26.59,1547.01,0.09,74.60,179.89
39242,0.00,0.00,-1.00,-0.06,-0.06,0.00,264.53,55.29,-65.11,26.59,1549.33,0.09,74.68,179.88
39267,0.00,0.00,-1.00,-0.06,0.00,0.00,266.11,60.03,-60.57,26.59,1546.46,0.08,74.70,179.87
39291,0.00,0.00,-1.00,0.00,-0.06,0.00,266.11,60.03,-60.57,26.63,1547.31,0.08,74.72,179.87
39315,0.00,0.00,-1.00,-0.06,-0.06,0.00,266.11,60.03,-60.57,26.62,1546.58,0.07,74.73,179.85
39341,-0.00,0.00,-1.00,-0.06,-0.06,0.12,266.11,60.03,-60.57,26.60,1547.62,0.07,74.75,179.86
39365,0.00,0.00,-1.00,-0.12,-0.06,0.06,266.11,60.03,-60.57,26.63,1547.04,0.05,74.76,179.86
39389,-0.00,0.00,-1.00,-0.06,0.00,0.12,255.09,64.76,-46.94,26.62,1548.75,0.04,74.66,179.87
39413,-0.00,0.00,-1.00,-0.06,-0.06,0.12,255.09,64.76,-46.94,26.62,1545.97,0.03,74.57,179.88
39437,-0.00,0.00,-1.00,-0.06,-0.06,0.12,255.09,64.76,-46.94,26.62,1547.29,0.01,74.49,179.88
39471,-0.00,0.00,-1.00,-0.06,-0.12,-0.06,255.09,64.76,-46.94,26.61,1549.25,0.01,74.39,179.91
39509,0.00,0.00,-1.00,0.00,-0.06,0.00,250.36,63.19,-51.48,26.58,1547.90,-0.01,74.30,179.93
39534,-0.00,0.00,-1.00,-0.12,-0.06,0.00,250.36,63.19,-51.48,26.59,1548.15,-0.01,74.25,179.93
39558,-0.00,0.00,-1.01,-0.12,0.00,0.12,250.36,63.19,-51.48,26.62,1545.24,-0.01,74.20,179.92
39582,0.00,0.00,-1.00,-0.06,-0.06,0.12,250.36,63.19,-51.48,26.60,1548.97,-0.03,74.15,179.91
39606,0.00,0.00,-1.00,-0.06,-0.06,0.12,250.36,63.19,-51.48,26.61,1546.55,-0.05,74.10,179.90
39632,0.00,0.00,-1.00,0.00,-0.18,0.06,270.83,55.29,-62.08,26.61,1547.59,-0.01,74.24,179.88
39656,-0.00,0.00,-1.00,-0.12,0.00,0.00,270.83,55.29,-62.08,26.61,1548.20,0.02,74.36,179.87
39680,-0.00,0.00,-1.01,-0.06,-0.12,-0.06,270.83,55.29,-62.08,26.59,1549.25,0.05,74.47,179.87
39704,-0.00,0.00,-1.00,-0.06,-0.06,0.12,270.83,55.29,-62.08,26.62,1549.18,0.07,74.57,179.86
39729,0.00,0.00,-1.00,-0.06,-0.12,0.12,270.83,55.29,-62.08,26.62,1548.45,0.09,74.67,179.86
39753,0.00,0.00,-1.00,0.00,-0.12,0.06,270.83,55.29,-62.08,26.61,1549.64,0.09,74.76,179.86
39779,0.00,0.00,-1.00,0.00,-0.12,0.06,269.26,63.19,-57.54,26.60,1548.11,0.08,74.74,179.86
39803,0.00,0.00,-1.00,0.00,-0.12,0.06,269.26,63.19,-57.54,26.61,1547.90,0.07,74.72,179.86
39827,0.00,0.00,-1.00,-0.06,-0.06,0.12,269.26,63.19,-57.54,26.59,1545.54,0.06,74.70,179.86
39851,-0.00,0.00,-1.00,0.06,0.00,0.06,269.26,63.19,-57.54,26.60,1548.60,0.05,74.69,179.87
39875,-0.00,0.00,-1.00,-0.06,-0.12,0.06,269.26,63.19,-57.54,26.60,1547.19,0.07,74.67,179.86
39901,0.00,0.00,-1.01,0.00,0.00,0.06,264.53,67.92,-59.06,26.63,1549.03,0.02,74.57,179.86
39925,0.00,0.00,-1.00,0.00,0.00,0.12,264.53,67.92,-59.06,26.63,1549.06,-0.00,74.48,179.87
39949,-0.00,0.00,-1.00,0.00,0.00,0.12,264.53,67.92,-59.06,26.61,1550.80,-0.01,74.39,179.86
39973,0.00,0.00,-1.00,0.00,-0.06,0.06,264.53,67.92,-59.06,26.62,1550.74,-0.03,74.32,179.87
